vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
撿出人員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.05.25,全職,桃園,,,,,,,還算愉快,偶爾加班,8 hr,2,2,主要是撿貨-出庫-配...,如果怕冷、怕熱、怕累...
倉管員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.05.22,全職,桃園,,,,,,,想換工作了,很少加班,9 hr,1,10,基本倉儲作業內容，底...,年輕人來洗經歷或年齡...
實習生,PChome Online_ 網路家庭國際資訊股份有限公司,2023.05.13,實習,桃園,,,,,,,有苦說不出,很少加班,8 hr,1,4,首先，我位於大園倉庫...,基本上非常不推這份實...
自動化軟體測試工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2023.05.11,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,1,2,我寫了很多真心的想法...,薪水方面 底薪還不錯...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2023.05.09,全職,臺北,,,,,,,有苦說不出,偶爾加班,9 hr,1,3,每個月會根據pm業績...,想體驗電商環境的可以...
後端工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2023.05.04,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,2,2,平時就是主管會丟專案...,新鮮人進去我覺得可以...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.04.25,兼職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,1,主要在電商購物季最繁...,因為是配合電商檔期，...
前端設計師,PChome Online_ 網路家庭國際資訊股份有限公司,2023.04.25,全職,臺北,,,,,,,還算愉快,很少加班,9 hr,1,1,活動頁製作 網頁小遊...,分紅獎金 需要待滿第...
商品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2023.04.13,全職,臺北,,,,,,,平常心,常常加班,8 hr,1,4,"完成PM交代作業
工...",PCHOME組織內耗...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2023.04.08,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,1,3,工作環境不錯，今年因...,可以來練功，提供新技...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2023.03.27,全職,臺北,,,,,,,還算愉快,偶爾加班,8 hr,8,8,工作內容：商品活動價...,如果想體驗電商基本常...
JAVA軟體工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2023.03.17,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,做的主要是開發，剛到...,如果運氣好，遇到會帶...
堆高機作業員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.03.10,全職,桃園,,,,,,,平常心,準時上下班,8 hr,5,5,工作內容簡單易上手，...,想要升遷除了能力以外...
行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2023.03.02,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,2,5,行銷部的辦公室環境很...,想了解電商基本運作模...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.02.27,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,9 hr,1,15,"因為品牌所以入職
...",除去志同道合的同事之...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2023.02.20,全職,臺北,,,,,,,平常心,常常加班,8 hr,1,6,會跟帶你ＰＭ一起負責...,這個公司想學就是要自...
客服,PChome Online_ 網路家庭國際資訊股份有限公司,2023.02.20,全職,臺北,,,,,,,平常心,準時上下班,8 hr,2,5,工作環境不錯，福利基...,1.珍愛生命，遠離客...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2023.02.18,全職,臺北,,,,,,,還算愉快,常常加班,10 hr,4,5,公司內部流程很喜歡紙...,可以訓練耐心跟處理鳥...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.02.13,全職,臺北,,,,,,,想換工作了,很少加班,8 hr,1,1,行銷企劃的日常，不會...,剛畢業的應屆畢業生能...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.01.28,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,1,1,行銷部的工作，相當例...,剛畢業的大學生或是對...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2023.01.17,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,4,內部系統簽核管道算是...,建議新鮮人來磨練，可...
專案企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2023.01.11,全職,臺北,,,,,,,平常心,準時上下班,8 hr,2,6,"沒有職務代理人
公...",待到好的團隊會飛起來...
客服,PChome Online_ 網路家庭國際資訊股份有限公司,2023.01.09,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,2,2,台灣鯛！台灣鯛！台灣...,平常心去做，能轉職就...
撿貨員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.12.28,約聘,桃園,,,,,,,還算愉快,準時上下班,8 hr,1,6,夜三班，拿單撿貨，每...,當散步，基本上績效有...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2022.12.22,全職,臺北,,,,,,,還算愉快,常常加班,10 hr,2,5,錢少的可憐還要常加班...,今年年終還改成一個月...
人資主管,PChome Online_ 網路家庭國際資訊股份有限公司,2022.12.15,全職,臺北,,,,,,,還算愉快,很少加班,10 hr,1,20,正常想到的人資工作都...,若是真的想了解電商物...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.11.28,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,維護和開發集團網站前...,進去前在其他網站看到...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.11.22,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,3,10,1. 負責專案管理工...,1. 公司偏向責任制...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.11.15,全職,臺北,,,,,,,平常心,很少加班,8 hr,2,2,PO能出的是產品概觀...,平步青雲的方法就是安...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2022.11.06,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,13 hr,3,16,活動選品，商品大小線...,要有常加班心理準備，...
倉儲物流人員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.11.01,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,1,1,一直走來走去，工作簡...,打工就好，短期薪水比...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.31,全職,臺北,,,,,,,有苦說不出,常常加班,11 hr,1,1,每天都很忙除了固定的...,"建議要會PS做圖,因..."
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.27,全職,臺北,,,,,,,想換工作了,偶爾加班,8 hr,1,1,老台商公司，主管人不...,薪資水準低，可以接受...
產品企劃專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.24,全職,臺北,,,,,,,還算愉快,偶爾加班,9 hr,2,3,產品企劃專員就像助理...,如果接觸到不同品牌或...
php工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.23,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,4,上班地點在高雄大學圖...,社會新鮮人可以進去練...
專案專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.21,全職,臺北,,,,,,,還算愉快,常常加班,10 hr,2,2,工作內容較為複雜，常...,可以來實習，對新人來...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.15,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,1,2,在這波人事大變動之前...,集團分很多事業群，要...
視覺設計師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.10.05,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,6,工作內容為：設計產品...,新鮮人可當跳板，需要...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.09.23,全職,臺北,,,,,,,還算愉快,很少加班,9 hr,1,5,工作環境不錯，同事相...,工作環境不錯，同事相...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.09.19,全職,臺北,,,,,,,非常開心,常常加班,9 hr,1,1,做好主管交代事務 文...,會有著忙碌上班 因為...
會計專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.09.16,全職,臺北,,,,,,,平常心,常常加班,10 hr,1,1,結帳時需要加班3-4...,年終不太高，大約1-...
資深專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.09.12,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,8 hr,1,9,工作氣氛壓抑，主管很...,公司的辦公室政治嚴重...
行銷主任,PChome Online_ 網路家庭國際資訊股份有限公司,2022.09.03,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,1. 絲毫不像科技公...,公司人很多，相處還算...
客服主任,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.23,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,1,上面的人還在守舊思維...,加班是常態，工作跟生...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.17,實習,臺北,,,,,,,平常心,準時上下班,8 hr,1,1,每個Team PM帶...,建議沒經驗的人要很積...
資深行銷專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.15,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,7,公司部門流動率高，組...,進來就是抱著死命都要...
報關專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.14,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,1,7,本公司的同事們都比較...,學會把一切事情先處理...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.14,全職,臺北,,,,,,,平常心,賣肝拼經濟,10 hr,2,5,公司人員非常多，上下...,電商步調非常快速，很...
倉管人員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.11,全職,桃園,,,,,,,還算愉快,準時上下班,8 hr,1,1,"普通的倉庫管理
撿...",適合剛出社會或是學生...
Engineer,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.10,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,1,5,1. 內部部門間的合...,1. 如果喜歡穩定，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.08.07,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,1,遇到好PM上天堂，壞...,剛畢業想接觸電商產業...
成本分析,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.29,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,1,3,除非公司對帳日，或碰...,建議給非常有耐心的人...
營運管理專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.29,全職,臺北,,,,,,,平常心,準時上下班,8 hr,3,3,工作上不管是同事或主...,如果對工作內容篇行政...
運籌專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.27,全職,新北,,,,,,,還算愉快,很少加班,8 hr,1,4,在新的物流中心上班，...,建議可以等之後物流中...
客服專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.24,全職,臺北,,,,,,,還算愉快,很少加班,9 hr,1,1,工作環境明亮、氣氛輕...,工作穩定，有些同事一...
前端工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.22,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,3,上班10分鐘緩衝，寫...,工作空間算大，總公司...
倉庫人員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.21,派遣,桃園,,,,,,,還算愉快,很少加班,8 hr,1,11,同事之間相處愉快，工...,對於不知道要踏足哪個...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.18,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,10,10,其實算是一個很好的公...,"畢竟是老字號,如果想..."
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.14,全職,臺北,,,,,,,有苦說不出,常常加班,9 hr,1,2,產品經理需要負責網頁...,建議可以接受業績壓力...
視覺設計師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.08,全職,臺北,,,,,,,有苦說不出,常常加班,9 hr,4,7,"升職不易,工作繁雜製...",因為公司都不開除人，...
數位行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.08,實習,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,1.拜訪店家：會實際...,1.推薦應屆或畢業三...
產品企劃專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.07.05,全職,臺北,,,,,,,平常心,很少加班,9 hr,1,1,"負責商品上下架 
...",想要來體驗電商可以試...
軟體工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.06.17,全職,臺北,,,,,,,有苦說不出,準時上下班,8 hr,2,2,有完整的教育訓練及前...,部門中的單位很多，建...
暑期實習生,PChome Online_ 網路家庭國際資訊股份有限公司,2022.06.14,實習,臺北,,,,,,,還算愉快,準時上下班,9 hr,1,1,工作內容為專題制為主...,資訊部門主要 dut...
電話客服專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.06.10,全職,臺北,,,,,,,有苦說不出,偶爾加班,9 hr,1,3,上班通常要提早半小時...,"新鮮人可以來,但是不..."
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.28,全職,臺北,,,,,,,平常心,很少加班,8 hr,4,4,部分內勤工作內容較重...,"適合新鮮人來練功
..."
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.27,全職,臺北,,,,,,,還算愉快,常常加班,10 hr,3,3,"同事友善
工作需要...",想來學習電子商務的畢...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.26,全職,臺北,,,,,,,平常心,常常加班,9 hr,2,2,看跟著的PM差別，太...,要有自己的思維，算是...
會計工讀生,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.25,兼職,臺北,,,,,,,還算愉快,很少加班,8 hr,2,2,工作簡單，基本為主管...,因為是大公司，所以在...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.19,全職,臺北,,,,,,,平常心,準時上下班,8 hr,3,5,冷熱門產品線差很多，...,公司是業績導向，對賺...
行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.18,全職,臺北,,,,,,,想換工作了,很少加班,9 hr,1,1,看到薪水沒動力去上班...,建議去外商蝦皮，PC...
產品企劃專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.13,全職,新北,,,,,,,非常開心,常常加班,9 hr,3,3,商品上架 價格設定 ...,工作很自由 但責任制...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.10,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,有些單位無法使用外網...,對電商有興趣的人可以...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.05,全職,臺北,,,,,,,還算愉快,賣肝拼經濟,9 hr,2,2,"Pm就是追業績
但...",當作磨練就好，近一兩...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.01,全職,新北,,,,,,,有苦說不出,偶爾加班,9 hr,3,3,基本就是拍賣小幫手跟...,因為進來也不能選想去...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.01,全職,新北,,,,,,,平常心,常常加班,9 hr,3,3,平常的上商品圖 文案...,進對產品線 會過的好...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.05.01,兼職,桃園,,,,,,,平常心,準時上下班,8 hr,1,1,派遣進去的，做了三天...,夏天熱得要命都做到沒...
行政專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.04.26,全職,桃園,,,,,,,還算愉快,很少加班,9 hr,2,2,工作環境好，有教育訓...,遇到雙11雙12檔期...
行銷主任,PChome Online_ 網路家庭國際資訊股份有限公司,2022.04.18,全職,臺北,,,,,,,非常開心,常常加班,10 hr,3,7,福利有健康檢查、三節...,公司內部各部門的主管...
工讀生,PChome Online_ 網路家庭國際資訊股份有限公司,2022.04.05,實習,臺北,,,,,,,還算愉快,準時上下班,6 hr,1,1,完成交代事務，其實文...,面試不要太離經叛道，...
理貨,PChome Online_ 網路家庭國際資訊股份有限公司,2022.04.01,全職,桃園,,,,,,,還算愉快,準時上下班,9 hr,1,1,與同事相處融洽，工作...,如果可以，希望以正職...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.03.25,全職,臺北,,,,,,,還算愉快,常常加班,9 hr,1,3,"1. 每月活動上稿
...",想要了解通路電商的模...
軟體工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.03.24,全職,臺北,,,,,,,平常心,很少加班,8 hr,2,6,團隊分工很細，工作內...,適合個性非常嚴謹，工...
ML工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.03.18,全職,新北,,,,,,,還算愉快,很少加班,9 hr,1,1,主要工作內容是要幫公...,"有一年相關經驗, 月..."
系統工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.03.11,全職,桃園,,,,,,,還算愉快,準時上下班,8 hr,1,14,工作輕鬆，人相處也很...,是不錯的地方，壓力不...
Marketing,PChome Online_ 網路家庭國際資訊股份有限公司,2022.03.09,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,1,5,基本上你的工作好與壞...,剛出社會的話來這邊一...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.22,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,5,7,大公司風氣自由，該有...,要挑對產品線，冷門產...
數位行銷專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.22,全職,臺北,,,,,,,有苦說不出,偶爾加班,8 hr,1,3,很喜歡用「電商步調很...,建議要勇敢表達，電商...
理貨人員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.20,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,1,1,需搬重物，但有推車可...,薪水很普通 除非靠大...
PHP工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.17,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,2,2,環境不錯，有提供茶水...,如果想養老這裡很適合...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.16,全職,臺北,,,,,,,想換工作了,偶爾加班,9 hr,1,7,在下面的子公司拍&支...,洗履歷跟練技術可以進...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.15,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,14 hr,1,6,工作項目：一個人平均...,要想清楚自己為何要來...
網路行銷專員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.02.05,全職,臺北,,,,,,,平常心,常常加班,9 hr,2,3,薪水算是電商中比較低...,"三節普通（購物金）
..."
商品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.01.27,全職,臺北,,,,,,,還算愉快,很少加班,9 hr,1,1,"工作項目：
1.促...",剛畢業新鮮人對電商有...
企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.01.27,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,5,5,上下班時間穩定，辦公...,需要了解產品的屬性是...
客服,PChome Online_ 網路家庭國際資訊股份有限公司,2022.01.12,全職,臺北,,,,,,,平常心,常常加班,10 hr,1,1,面試過程還行，可是沒...,如果嚮往在大公司上班...
倉儲人員,PChome Online_ 網路家庭國際資訊股份有限公司,2022.01.11,全職,桃園,,,,,,,想換工作了,準時上下班,8 hr,4,4,工作內容：揀出組的部...,工作要求員工萬能。不...
行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2022.01.06,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,3,10,雖然說電商產業不可能...,整體來說不是很推薦，...
行銷專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.30,全職,臺北,,,,,,,非常開心,偶爾加班,8 hr,1,1,"工作內容有趣
平板...",看單位，有些部門會常...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.17,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,3,3,"工作不錯
但是看部...",公司現在變動很大，還...
行政助理,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.16,全職,臺北,,,,,,,想換工作了,常常加班,8 hr,1,1,工作常常做不完所以留...,需要跟HR談好薪資，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.06,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,10 hr,3,5,公司福利算不錯，常常...,PChome有自己一...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.05,全職,臺北,,,,,,,平常心,賣肝拼經濟,10 hr,2,2,基本福利都有，但不是...,磨練就來，可以試試看...
行銷專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.03,全職,臺北,,,,,,,還算愉快,常常加班,10 hr,1,1,依各大檔期規劃行銷C...,建議想了解大型店商運...
理貨人員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.12.01,派遣,桃園,,,,,,,平常心,很少加班,8 hr,1,1,"貨物進來需理貨
要...",公司環境因為是鐵皮屋...
會計助理,PChome Online_ 網路家庭國際資訊股份有限公司,2021.11.27,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,大家工作氛圍都不錯，...,覺得自己當時面試時的...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.11.14,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,同事相處還算愉快，主...,可以多吸收國內外資訊...
撿出,PChome Online_ 網路家庭國際資訊股份有限公司,2021.11.13,派遣,桃園,,,,,,,有苦說不出,偶爾加班,8 hr,1,1,"很喜歡工作環境,上司...",進公司通常透過人力派...
品質檢驗專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.11.02,全職,新北,,,,,,,有苦說不出,很少加班,8 hr,1,4,工作地點在新的中和辦...,因為當初面試的時候並...
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.10.25,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,9 hr,1,1,工作項目/處理商品的...,若無法接受死板的工作...
PM_產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2021.10.23,全職,臺北,,,,,,,平常心,賣肝拼經濟,10 hr,1,2,產品線不同節奏也會不...,可以做為一個嘗試跟看...
行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.10.21,全職,臺北,,,,,,,還算愉快,常常加班,9 hr,2,4,主管同事人很好，工作...,如電商可以快速累積行...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.10.07,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,1,負責廠商商品上下架、...,面試的時候不會講但一...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2021.09.29,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,3,3,曾經前三大的電商平台...,想要在電商產業發展的...
視覺設計師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.09.23,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,4,4,工作量Banner大...,公司內部喜歡勾心鬥角...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.09.17,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,3,工作項目：數據工程，...,算是電商龍頭產業之一...
前端工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.09.15,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,2,工作上基本不會遇到甚...,滿養老的地方，如果進...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.09.07,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,2,7,公司離信義安和還要再...,"公司有名氣, 但實際..."
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.31,全職,臺北,,,,,,,想換工作了,常常加班,9 hr,1,1,"簽核流程繁瑣
不同...","怕無聊的人不建議
..."
大數據科 實習生,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.19,實習,臺北,,,,,,,非常開心,準時上下班,8 hr,1,1,主要做數據分析，主管...,如果有程式基礎的話很...
軟體工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.19,全職,臺北,,,,,,,想換工作了,準時上下班,8 hr,1,2,維護: 程式又臭又長...,別來，真心建議，如果...
通路開發,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.16,全職,臺北,,,,,,,還算愉快,偶爾加班,10 hr,1,5,市場上應用產品行銷策...,如果是喜愛電商的人，...
Pi 拍錢包行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.11,全職,臺北,,,,,,,非常開心,很少加班,8 hr,1,4,環境很讚、去年還搬到...,比起PCHOME主要...
軟體工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.06,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,5,上班環境不錯，開發部...,平常心上班，不用太有...
專案企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.05,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,2,工作環境安靜，氣氛良...,如果準備好進入大公司...
客服專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.08.01,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,6,6,每況愈下，從一開始進...,新手練功可以當作跳板...
實習生,PChome Online_ 網路家庭國際資訊股份有限公司,2021.07.31,實習,桃園,,,,,,,有苦說不出,準時上下班,8 hr,1,1,工作前都要點名，環境...,要能吃苦，這是很耗費...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.07.26,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,1,協助廠商商品上下架、...,遇到願意把你當隊友的...
php工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.07.26,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,5,那時候是在做 Pi ...,初階php工程師的話...
暑期實習生,PChome Online_ 網路家庭國際資訊股份有限公司,2021.07.25,兼職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,實習部門：投資人關係...,個人成長：有機會與公...
採購專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.07.18,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,3,3,主要的工作是追貨、缺...,建議能接受比較rou...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.07.18,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,10 hr,3,3,活動價格設定  、B...,如果沒有熱忱的真的不...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.26,全職,臺北,,,,,,,平常心,賣肝拼經濟,10 hr,2,2,要看產品線大小以及產...,升遷滿扁平，滿多人都...
媒體公關,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.20,全職,臺北,,,,,,,想換工作了,很少加班,8 hr,1,4,雖然是步調快的電商，...,除非很能適應工作經常...
專案執行,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.18,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,當初說三個月試用期過...,不曉得現在次部門是否...
物料,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.17,全職,臺北,,,,,,,有苦說不出,很少加班,9 hr,4,4,工作內容原則上不難 ...,這工作就是很看主管跟...
堆高機作業員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.11,全職,桃園,,,,,,,平常心,偶爾加班,8 hr,5,14,很熱，要搬重，轉正職...,想清楚再來，物流業很...
理貨員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.10,全職,桃園,,,,,,,還算愉快,準時上下班,8 hr,1,1,夜3班，進去第一周要...,"當健走，
績效要抓..."
工讀生,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.08,全職,臺北,,,,,,,有苦說不出,很少加班,8 hr,1,1,"做一般工讀
平常心...","沒啥升遷機會
設備..."
職員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.06.03,全職,臺北,,,,,,,非常開心,準時上下班,8 hr,1,2,"工作內容簡單,固定,...",可以增加自身對於財務...
資料工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.05.28,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,電商產業人真的都來來...,以工程師來說這間薪水...
網頁設計師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.05.26,全職,臺北,,,,,,,想換工作了,常常加班,10 hr,1,6,公司組織狀況稍微有點...,整體來說 同事人都很...
