,date,content,poster,posterUrl
10,2023-03-22,【 Cooler Master |  酷碼學苑 2023 一年制實習生計劃歡迎你的加入】📍距離招募時間截止日 4 / 14，只剩下最後一周📍。你是否對生活充滿想法、看到新事物會充滿了解的熱忱呢？那麼你就是我們一直在找尋的人才！【公司名稱】訊凱國際股份有限公司、酷碼科技股份有限公司【工作地點】臺北市內湖區新湖一路 398 號【申請日期】即日起 ~ 2023/ 04 / 14截止團體面試時間：2023/ 04 / 26 （三）【工作職缺】-✨立即申請： https://forms.gle/KiXHMVPfxmFLLvZNA ✨-❄工程實習生：材料異常分析 / 新材料與製程開發 / 散熱元件（熱管 / VC） 開發❄行銷實習生：專案與活動規劃與執行 / 品牌計畫策略發展 / 社群平台管理與文案撰寫❄產品實習生：市場分析 / 產品行銷 Product Marketing / 產品專案協助❄人資實習生：招募任用 / 人資專案支援(校園關係及雇主品牌行銷) / 收集、維護與分析人力資源資料與數據❄設計實習生：設計提案 / 品牌規劃調研 / 趨勢收集分析 / 輔助視覺設計❄網管實習生（MIS）：協助管理集團 MIS 事務 / 協助專案執行-👍更多工作內容及需求條件請見： https://reurl.cc/o0yW5q 👍-【工作時間】實習期間：2023 / 07 / 03 ~ 2024 / 06 / 28（僅接受完整一年實習）工作時間：9:00 ~ 18:00（午間休息一小時）彈性上班時間，前後兩小時，例如：07:00~16:00 或 11:00~20:00一周至少到班 3 個整天【薪資待遇】NT$ 185~200/hr（part-time）半年後依實習生在團隊中的 R&R 有向上調薪機會。實習計畫期間表現優秀者，部門會優先提供轉正機會。勞健保與休假依勞動基準法規定有提供個人筆電或桌機【公司福利】每月定期實習生交流活動完整新人訓練週：公司介紹、產品介紹、簡報技巧、職場tips分享可選修學苑開設的教育訓練課程新產品優先體驗、可享員工優惠價與福利品可配合與學校簽約，提供實習時數、學分 與 證明開放式自由辦公空間 還有舒適沙發休憩區不定期部門聚餐、實習生團建、尾牙-📞如有任何問題歡迎聯繫· 聯絡人：史瀚陽 Andrew Shih (02-2225-3517 分機: 11509)· 電子信箱：酷瑪學苑 academy@coolermaster.com.tw-✨立即申請： https://forms.gle/KiXHMVPfxmFLLvZNA ✨-🎯了解更多 COOLER MASTERCooler Master是世界頂尖散熱產品領導品牌，自 1992 年創辦以來，同步發展自有品牌與專業技術 #ODM / #OEM ，不只推出多代機殼、散熱器等個人消費型產品，也提供客戶品質優良的散熱解決方案。近年來，公司積極投入不同領域，涵蓋 AI、電動車、新能源、5G / 6G 等產業，並持續發展電腦周邊產品與服務，希望打造 tech life style 的產品模式。目前在全世界擁有 #突破百萬的粉絲客戶與追蹤者，品牌涵蓋電子商務、電競娛樂、沉浸體驗等領域，透過創新設計與專業研發成為世界級品牌公司。-如果你想在一個充滿活力和成長機會的環境中發展自己，那麼就加入我們吧！👍歷屆實習生分享請見 酷碼學苑 或 https://reurl.cc/o0yW5q 👍#小老闆精神 - 具有經營企業的思維，追求意義和目標，創造價值#做中學錯中學 - 面對實際的工作經驗和挑戰，不害怕犯錯，並從中學習如何改進和優化，讓你能夠更快速地成長和學習#所有實習生都是你的夥伴 - Cooler Master 積極推動跨領域實習生互相交流，夥伴們會成為你實習最強的支持#體驗有趣的實習生活 - 實習生可以參加各式各樣的集團活動，讓你的實習生活多采多姿#與專業培訓組織攜手共學 - 酷瑪學苑提供專業且多樣的培訓課程及活動，讓你從職場練習生蛻變為職場新星✨立即申請： https://forms.gle/KiXHMVPfxmFLLvZNA ✨#實習 #2023實習 #實習機會 #CoolerMaster #工程 #行銷 #設計 #網管 #人資 #學生實習 #科技生活 #酷碼學苑,史瀚陽,/hanyang.shi?eav=AfZmhXV6XbaH8P5iQfGyzWebIprLsTBW40Pb6pNKTNGEYgpFaVvQgCutIPeGDeyatUo&refid=18&__tn__=C-R&paipv=0
11,2023-04-12,「zingala銀角零卡」數位金融行銷企劃實習計畫正式開跑🏃                    。 📍行銷企劃實習生。 1. 參與行銷專案規劃與數位跨業合作。 2. 品牌推廣討論，透過口碑行銷擴散產品優勢。 3. 零卡社群媒體經營與內容優化、行銷數據分析 【徵求條件】。 📍行銷企劃實習生。 1. 具備獨立行銷提案能力。 2. 必要條件：有一顆解決問題的心。 3. 加分條件：社群媒體經營、基礎平面設計、影片剪輯能力。 4. 一週能排班3天以上尤佳 【薪資待遇】NT$180/時。 【有勞健保】享勞健保。 【連絡方式】https://www.104.com.tw/job/6rb7g?jobsource=company_job。 【公司福利】表現優異者，畢業後享優先轉正機會。 【工作地點】台北市內湖區內湖路一段392號6樓 (港墘捷運站步行約3-4分鐘)。 【工作設備】有提供桌電 現在就給自己一個快速成長的機會，馬上報名：。 📍行銷企劃實習生：https://www.104.com.tw/job/6rb7g?jobsource=company_job,鄭卉軒,/profile.php?id=100004595911790&eav=AfaImKbIBTIczXvdbexV4WdTWqUrn78i-9uauJGkqSW4g9cvZ980LATxDryFmVyYzog&refid=18&__tn__=C-R&paipv=0
12,2023-04-13,🧰Hilti 的實習機會來啦~想深入了解HR是如何安排招募流程以及進行面試的嗎?對於人資領域及人才招聘感興趣的同學們，千萬不要錯過難得的機會!。【HR Intern - Talent Acquisition】身為HR Intern，同學們可以獨立進行履歷篩選與第一階段的電話面試，如果您對HR有熱忱並且想增進實際的工作經驗，這次的實習絕對可以讓您收穫滿滿，讓同學們不僅對HR的招募過程更加熟悉，也能培養自己的面試技巧，希望同學們可以把握這次的機會，踴躍投遞履歷，我們將期待您的加入❗❗❗。【實習內容】執行日常招募工作，包含透過104、LinkedIn等平台進行履歷審核與面試。協助人事資料歸檔。支援人資相關訓練與活動。其它交辦事項。。【應徵條件】主修人資、企業管理等相關科系之大學生、研究生為佳。具備人資領域相關專業知識為佳。熟練辦公軟體 ( Outlook、Excel、Word等 )。。【工作待遇】時薪176元。【工作時間】09:00-18:00，每周至少3天(含)以上，能配合至少半年以上。【工作設備】提供電腦。【工作地點】新北市板橋區新站路16號24樓A室。【聯絡方式】請直接透過104投遞履歷。HR Intern - Talent Acquisition｜歐商_喜利得｜新北市－104 人力銀行,吳沛璇,/qiao.ba.92372?eav=Afao-H-CpIAOfOq3PRhqrLSwOOG4q2OHFfEewabgJxvnN6x_VbdfY7yFIXnfU9kf4JA&refid=18&__tn__=C-R&paipv=0
13,2023-04-13,世界知名化工🧪 杜邦企業　2023暑期實習招募中📣。各位同學想試試在竹科上班嗎⁉。👝現在投遞履歷，就有機會進入知名化工外商累積實戰經驗!!杜邦於70個國家擁有經營據點，是全球最大的化工公司之一。。在科學與創新的基礎上，結合生物科學、材料科學及資訊科學等三大領域，開發更智慧化、快速的電子產品，為智慧城市、電動汽車和自動駕駛提供關鍵零組件。此次招募有四個實習地點，近二十個實習職位(研發、製造、業務、行銷)，歡迎各校同學加入杜邦的行列！。【報名時間】。即日起至5/15(六)截止。。＊4月開始陸續通知，五月底前結束面試。。【報名條件】。大學或研究所在學之理工/商/人文學院相關科系之在學生。(行銷-擁有英文撰寫能力，具經營自媒體經驗，擅用Adobe者佳)**行銷實習地點為President Office (Taipei)**。【報名方式】。Step1.加入會員後應徵並投遞履歷。傳送門>>https://www.manpowergrc.tw/product/3601Step2.申請時請備註可配合的實習地點Step3.申請步驟完成!!。。【工作職缺】杜邦暑期實習生。【工作時間】7/3-8/31 。08:30-17:30 。【工作地點】。杜邦台北辦公室。杜邦大園廠。杜邦竹科一廠。杜邦竹科二廠(竹南)。【薪資待遇】學士時薪: 210元。碩士時薪: 230元。博士時薪: 250元。【連絡方式】emily.lee@manpowergrc.tw。#萬寶華 #ManpowerGroup。#招募 #杜邦 #DUPONT #暑期實習 #資訊科學 #化工,Bear Huang,/bear.huang.54?eav=AfaV10uWTtjnPbKJkrNHHMMTLuSDfYEEaabD_H3R9A7t-mF7shTJmxmxiDb-fBffceg&refid=18&__tn__=C-R&paipv=0
14,2023-04-13,PicCollage Online Mixer 線上同樂會 X AI交流 🚀。想更加了解近期的熱門的AI議題嗎？✨好奇PicCollage如何將AI技術應用在產品中嗎？😎想認識更多招募中的職缺嗎？📩那就預留4/27晚上的時間，在勞動節連假前與PicCollage成員一同參加線上AI講座吧！🚀。這次我們將邀請到團隊的資深 AI 機器學習工程師們，為我們帶來 AI 產品的發想過程 和 AI 技術實際應用 等精闢的分享呦！✨。本次活動將讓你：📌 進一步交流及了解 Generative AI / Photo Video Editing / Computer Vision 等領域📌 更認識 PicCollage 拼貼趣公司文化、產品開發、團隊經營模式📌 了解招募中職缺，並和成員面對面交流 (特別是 #機器學習 #前後端 #管理 #實習 領域! )。本場活動將使用 MixerChat 線上進行 (是我們新產品團隊的網頁產品力作喔🚀)誠摯邀請你一起來開箱PicCollage，和我們聊AI！😉。活動資訊 📜🔗 報名連結 | https://forms.gle/DJYVycUeyiYUZiqy7📅 活動時間｜2023/04/27 (Thu.) 19:00-19:45 (GMT+8)⚠️ 提醒 | 為維護交流品質，主辦單位將依活動主旨相關性優先邀請相關之與會者。活動報名確認信和連結將在 4/24 (一) 起陸續寄送 💌。最新職缺列表：https://picc.co/careers/期待在 4月27日與你線上相見 😉,郭家華,/canadakuo?eav=AfZzncgUEpxUSUZN875SInbUxgLPRp5ICJvRRFHrlc7rYefLsDmSvX9xVWXc6OBArno&refid=18&__tn__=C-R&paipv=0
15,2023-04-13,"【鼎新電腦】2023年學年制的先鋒實習現正報名中🔥 在鼎新，你可以擁有...。 🔸完善的培訓計畫，專屬學長姊指導。 🔸豐富的實戰經驗累積，提升職場競爭力。 🔸獎助學金和結訓轉正的機會。 🔸良好的職場環境與福利設備。 🔸實習階段性的關懷活動 📍報名資格：大三升大四/碩一升碩二/2024應屆畢業生。 📍實習職缺：。       —>軟體工程師。       —>系統(硬體)工程師。       —>服務顧問師(無程式/需程式）。       —>人資管理師。 📍實習期間：2023/7/3(一)或9/4(一)至2024/6/21(五)。 <每週五天，可安排回校一天上課>。 📍上班時間：08:30～17:45(午休12:00～13:30)。 📍實習地點：台北總公司(新店)/台中分公司(大里)。 📍獎助學金：第一階段 $26,400➡第二階段 $29,000。 <還有階段性考核獎金💰>。 📍面試日期：預計5/11(四)台中分公司、5/16(二)台北總公司。 📍公司福利：。       —>有勞健保/公司團保。       —>游泳池/健身房/韻律教室/桌球室/空中花園。 📍工作設備：提供個人工作崗位、電腦相關設備 報名時間從即日起至4/28（五）。 心動不如馬上行動🥰。 👇🏻快快進入下方網站填寫報名資料吧❣。 http://dsa.dsc.com.tw/DSAEvent/Intership/Register_Student.aspx 欲瞭解更多詳細資訊 請至下方連結。 【先鋒實習計畫】 。 http://career.digiwin.com/tw/student/pioneer/ 📞先鋒實習相關資訊歡迎聯繫或下方留言詢問。 🙍🏼‍♀️HR施小姐。 💌cynthia.hsiny@digiwin.com或seansu5@digiwin.com。 FB：鼎新人才招募專頁。 IG：@digiwinhr #鼎新電腦 #先鋒實習 #實習機會  。 #鼎新電腦人才招募中 #鼎新ERP。 #intern #hiring 。 #digiwin #digiwinyourfuture",蘇敬翔,/profile.php?id=100004886528310&eav=AfYxQch7jfJuz-ApYGHet6kku_MJpSWRkbncwOv9buYyuTBT7BExrE_c8DMhgWzeJQg&refid=18&__tn__=C-R&paipv=0
16,2023-04-10,"【2023 綠藤暑假實習計劃熱烈招募中 】綠藤期待能在每段合作關係中，和加入團隊的夥伴一個寫下這個公式：「現在的你」x「這份工作」=「更好的你」+「更好的綠藤」。#實習 #實習機會 #新創 #行銷 #策略 #電商 #公關 #人資 #產品研發在實習計劃中，我們提供：專為你設計的客製化專案，從做中學並實際發揮影響力向一對一專屬導師取經，從前輩經驗中學習從工作心法、產品知識到自我探索的完整課程設計相信經過這段旅程，你和綠藤都能變得更好，期待你的加入實習徵才完整頁面請見：https://reurl.cc/rLXvNb截止時間：2023/4/30（日）23:59 止，將於 6/5（一）前通知錄取結果【企業簡介 | 綠藤生機】成立於 2010 年，以「二減一加」的深度減法的純淨保養 — 減去非必要程序、減去超過 2,900 種非必要成分，加上必要的透明，挑戰保養慣例。倡議萬人響應的「無乳液實驗」，回歸保養最短路徑，盡可能回到肌膚初始的美好。綠藤也是亞洲唯一連續五度蟬聯「Best for the World」大獎的 B 型企業，綠藤檢視每一環節與環境永續的關聯。因為我們相信，總有更好的方式對待自己，和我們所生存的環境。【實習職缺介紹】🌱產品研發實習生 Product Development Intern協助化粧品產品資訊檔案 PIF 建置、維護參與研發角度的市場調查、趨勢追蹤與研發觀點產出參與配方開發，包含但不限於概念發想、原料蒐集、配方打樣、樣品品評、實驗室環境維護🌱一寸鮮品牌行銷實習生 Marketing Intern協助產品、消費者、市場資訊的整理和分析，協助規劃和執行品牌推廣活動，例如廣告、Facebook、IG、LINE 社群媒體活動、通路促銷。協助管理品牌官網，包括更新產品資訊、優化網站內容和回覆客戶詢問。協助管理品牌社群媒體帳號，包括回覆留言、撰寫貼文和提供客戶服務。🌱電商營運實習生 E-Commerce Intern協助官網營運（數據分析、市場觀察、後台操作……等等）電商平台（如：Momo、Pinkoi、誠品、博客來等）及實體通路營運商品上下架、後台操作管理（如：顧客問題與諮詢回覆、訂單與庫存管理）行銷活動企劃、檔期活動提報、各通路帳務相關銷售報表統整與分析協助實體市集策展活動🌱視覺設計實習生 Graphic Design Intern協助 FB、IG、LINE、GDN、Yahoo 社群媒體廣告素材發想與執行協助實體門市、通路輔助物設計協助商業攝影含產品 &人物拍攝協助品牌圖庫素材與資料整理建置協助各類型設計觀察與分析研究🌱品牌公關實習生 Brand Communication Intern協助公關專案執行（包含：媒體採訪、新聞撰寫、自媒體文章撰寫、記者聚會、seeding 等）媒體資料、報導資料庫建置與更新全球美妝保養品牌特殊公關操作案例蒐集與分析協助社群文章撰寫，類型包含：保養觀點、環境永續、純淨生活型態協助 KOL 關係維護，創造有深度的合作關係品牌獎項申請與報獎協助🌱人力資源實習生 Human Resources Intern協助招募流程與相關行政作業，包含但不限於履歷表篩選、歸檔彙整、人選聯繫與面試安排，並產出招募現況報表協助內部員工關係及培訓發展活動規劃與舉辦人力資源相關專案支援，有機會接觸人資管理流程與系統優化等工作內容🌱策略發展實習生 Strategic Development Intern協助組織與部門 OKR 目標管理流程參與跨部門專案執行 e.g. 建構 / 優化跨部門協作流程、新系統導入支援組織內部或對外溝通簡報設計等【徵求條件】| 大學生（大三以上優先）、研究生，不限科系| 有團隊精神、願意聆聽| 工作態度積極認真，勇於挑戰自我【薪資待遇】NT$ 185/HR【有無勞健保】有【綠藤實習福利】由綠藤管理團隊一員擔任你的導師，除了即時回饋，每月會享有一場，公司免費贊助、讓你與導師無所不談的美好「食」光。多元完整的實習訓練課程下午茶時光、跨部門午餐約會等各式不同聚會每月生活系列福利品、不定期舒壓按摩、健康零食、水果、飲品，由外而內照顧你【實習時間】暑假開始至學期結束。暑假期間週一至週五，9:00 AM - 6:30 PM開學後：每週至少 2.5 天 (16-20 小時)【實習地點】台北市大安區敦化南路二段 77 號 10 樓之 1A（中鼎大樓，近信義安和捷運站 2 號出口）【申請方式與截止日期】Step 1：立即花 3 分鐘簡單填寫「綠藤 2023 暑假實習計劃線上申請表單」中的基本資料，確保接下來能收到此次實習計畫最新資訊 >>  https://forms.gle/uUoF6YqHgSZHyqFx7Step 2 ：完成「綠藤 2023 暑假實習計畫履歷上傳表單」，包含回答問題及上傳履歷（10MB 以內 PDF 檔）>>  https://forms.gle/CbVxNHL5Cuzy1Ugg8截止時間：2023/4/30（日）23:59 止申請後，將於 6/5（一）前通知錄取結果",蔡育倫,/profile.php?id=100003861737462&eav=AfYQJiRSp888R0oOc80eLp9Gx3fFZXZDgRWDEupuUkc5nOThB-9hdTF2jIDyoHe_BD0&refid=18&__tn__=C-R&paipv=0
17,2023-04-05,👩🏻‍💻🧑🏻‍💻 熱情招募中！緯創軟體執行長室實習計畫 🚀  想要踏入科技業，獲得國際化的職涯發展機會？你有滿滿創意思維，想要站上專屬舞台？現在就加入WITS團隊吧👊 我們需要充滿創意、擁有熱情的跨領域人才，共同發展未來的技術學習生態圈👏🌱 👉 你將負責的任務內容？。 - 線上/線下活動的策劃與執行💻。 - 生態夥伴的開發與維護🤝 。 - 內/外部官方社群經營💬 。 - 多元主題的企劃及文案📝  🔍 有以下經驗加分加分！。 - 參與活動、競賽或擔任社團幹部🏆 。 - 跨領域學習、專案參與及溝通💼 。 - 文案、設計或簡報製作能力優異🎨 。 - 大四生或碩二佳🎓。 - TOEFL 100分或TOEIC 900分以上🌍 🔥 成為執行長室實習生（交付卓越計畫）？。 - 至少6個月、實戰滿滿的成長歷程🌟 。 - 與業界前輩深入交流，找到你的未來Mentor👥 。 - 打造跨領域經驗，成就你的多元職涯🎉🎊￼。 - 時薪：176元以上 📮 還在等什麼？快來加入我們！。 📩 將你的履歷表和相關作品集寄至：Samchen2@wistronits.com 🎬 想了解更多WITS日常，歡迎追蹤：。 🔍IG：instagram.com/wits_wistronits/ 。 🌐FB：facebook.com/WistronITS,黃涵禎,/profile.php?id=100008908330235&eav=Afbb9Jys2aZNz6Chr0HNbh_2r_BJPU1v3ufmZ4AHtWQG3B5GD6plx_9jo_Ij1zPhgFQ&refid=18&__tn__=C-R&paipv=0
18,2023-03-03,#行銷實習 #實習機會 #實習。 毛起來又開始找實習生了～～～～🔥🔥🔥。 歡迎有興趣的同學來投遞履歷！。 ​。 －－－。 ​。 【公司名稱／工作職缺】。 MaoUp「毛起來」－行銷實習生。 ​。 【工作內容】。 每位實習生均有直屬 mentor 指導，一起參與負責工作的發想與討論。 以下是你在實習期間可能會接觸到的工作項目：。 ❶ 協助毛起來社群內容（臉書、IG等）撰寫。 ❷ 協助 IG 內容產出，運用素材製作貼文、限時動態。 ❸ 協助社群與網站內容資料彙整優化。 ❹ 協助常規電子報內容撰寫與發送。 ❺ 協助其他社群內容經營與企劃發想。 ❻ 有獨立負責專案的機會，可與實習夥伴共同討論執行。 ​。 【工作地點】。 台北市南港區三重路19之6號1樓（南港軟體園區C棟）。 ​。 【工作時間】。 9:30 ～ 18:30 上班時間。 中間 12:30 ～ 13:30 午休時間。 每週須固定到班 2 全天以上。 ​。 【徵求條件】。 ❶ 文筆流暢，擅長於詼諧語句中傳遞冷知識。 ❷ 網路中毒者，熱愛嘗試各種社群與發掘網路當紅新資訊。 ❸ 基礎製圖軟體使用能力，Photoshop、illustrator 或 Canva 皆可。 ❹ 有影片拍攝、剪輯與後製能力者佳。 ❺ 每週須固定到班 2 全天以上，無法配合者請勿申請。 ❻ 非短期實習，需至少配合一學期（半年）。 ​。 【加分條件】。 對社群經營有興趣之外，有養貓狗或喜歡親近小動物更加分喔！。 ​。 【薪資待遇】。 時薪 $180（含勞健保）。 ​。 【聯絡方式】。 有興趣的歡迎至 104 應募：。 https://www.104.com.tw/job/7g48t。 ​。 👇🏻 或是把履歷寄到這裡就可以囉 👇🏻。 收件人：popohsieh@maoup.com.tw。 主旨：【應徵毛起來實習生】_________（底線部分請寫姓名）。 ​。 【其他備註】。 小提示：應徵前追蹤我們的FB、IG可以獲得更多面試靈感哦😆。 https://www.facebook.com/MaoUp。 https://www.instagram.com/maoup.tw。 ​。 －－－。 ​。 ✅上班可帶狗狗貓貓超幸福（附圖都是我的同事😍）。 ✅會自動增生的零食櫃 ✅每月開心慶生會。 ​。 有適合的履歷會聯繫面試，不適合者就不另行通知喔～謝謝大家！,謝立昉,/lifang.126?eav=AfZtkdPU07TFhB0QEDjS0XdkpnyKlDvYFWWB-kfQK633Q4VVD7qmmdkbCSEkfekiApY&refid=18&__tn__=C-R&paipv=0
19,2023-03-27,"#internship #FinTech #global #InsurTech #engineerHi 大家好，我是OneDegree的HR_Nio Kao沒錯～我們SRE團隊又加開了個實習生的位置了，因為有一位實習生要提早進研究所拉～～ 。名額只有一位哦！ 如果有興趣的話歡迎參考連結看更多細節!【 關於我們】#OneDegree 團隊成立於 2016 年，已累計獲得包括 BitRock Capital、數碼港投資創業基金、國泰創投等著名投資機構超過 3,000 萬美元融資。旗下 OneDegree Hong Kong 是首間獲得授權於香港經營虛擬保險業務的科技保險公司，合作夥伴計有慕尼黑再保險及法國再保險等領先業界的再保險公司。旗下另一公司 OneDegree Global 則致力為保險公司和保險服務商提供數位解決方案，為業內領導者打造全新保險體驗。【 工作職缺 】Network Engineering Intern 實習生計畫👉 https://www.cakeresume.com/companies/onedegree/jobs/network-engineering-intern-program。透過本實習計畫結業之實習生，將有機會優先錄取為 OneDegree 網路工程師，未來並逐步往 Site Reliability Engineering (#SRE) 職能邁進。【 應徵資格 】大學/研究所 在學/畢業後一年內【 工作時間 】至少實習六個月，每週三天以上【 薪資待遇 】NT$ 180 (時薪)【 公司福利 】有免費的零食飲料，各種學術型、娛樂型、運動型社團活動【 工作地點 】台北辦公室(101捷運站)",Nio Kao,/nio.kao?eav=Afb2yoC8sv5k3TmxOjKYWbB-igUkaASkKBeZpkcAtweOAQS7EnU-1fhB9k5D4tWvH_E&refid=18&__tn__=C-R&paipv=0
20,2023-03-31,"2023 台灣設計研究院｜暑期實習生｜正式招募中。對於設計實務有興趣的在學同學，歡迎投件報名參加2023 TDRI暑期實習生。實習共區分四個類別，同學可依照專長投遞履歷。。⌂ 設計研究：你將參與：前瞻科技應用工作坊、科專計畫：科技導入專案研究、產業創新設計需求訪談、數位設計工具開發與測試、台灣設計政策生態系研究、蒐集資料與文獻、協助議題統整、分析及訪談執行..等。。⌂ 產業輔導：實習面向將包含：台灣設計週、世界設計大會、藍色公路專案、點子松國際推廣、TGA農產業輔導、設計產學合作及調研、在地輔導城市產業創新聯盟、跨域輔導運動場域創新、淨零碳排、循環設計、智慧生活/機械、設計業者推廣活動、國際議題蒐集及研究、2023世界客家博覽會、金點設計獎、IDDI 設計驅動產業創新補助等。。⌂ 公共服務：除公共服務調查研究及實務參與之外，實習期間將參與「學美．美學」校園美感改造、城市美學計畫跟案見習、台灣設計展主題館策畫及活動整合、地方產業成果展與產地活動。同時也會涉略台灣設計館、不只是圖書館、設計點場域社群行銷企劃、點子松展覽企劃及評選會等。。⌂ 社群與媒體關係：參與TDRI所有媒體活動，並將素材轉化成為行銷語言，你的創意作品將登上TDRI的FB / IG社群媒體上。。▍2023 TDRI暑期實習生報名資格｜國內外大專院校大學部及研究所 #在學同學報名時間｜即日起至5/24報名請上104人力銀行投遞履歷- https://www.104.com.tw/company/19mqu6ew-------------------------------------------------【工作時間】2023/7/3至2023/8/31，每周一~周五9:00~18:00【薪資待遇】(一)大學部：每月新台幣27,000元整。(二)研究所：每月新台幣33,000元整。(三)博士班：每月新台幣37,000元整。【有勞健保】有【連絡方式】侯小姐jane_hou@tdri.org.tw、林小姐ivana_lin@tdri.org.tw【公司福利】員工聚餐、免費參觀台灣設計館展覽、不只是圖書館圖書借閱、設計點商品優惠，已及參與台灣設計研究院內舉辦各項研討工作營。【工作地點】台北市信義區光復南路133號2樓(松山文創園區)",Arden Hung,/ardensboy?eav=AfbVyw-iU9kJAr1o22oybY1ZyI0aaNdNbBQlJ5MIBUgEihSdgtiatxkjWhSTpETnVl4&refid=18&__tn__=C-R&paipv=0
